price_in_rp,district,city,address,lat,long,loc,land_size_m2,building_size_m2,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,electricity,garages,Ac,Taman,KolamRenang
5080000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,153,147,4,4,1,1,2,2,4400,0,0,1,1
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,0,1,2,1,3500,0,1,1,1
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,1,1,2,1,3500,2,0,1,1
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,1,1,2,1,3500,2,1,1,0
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,1,1,1,2,5500,0,1,1,1
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,0,1,2,1,3500,2,1,1,1
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,1,1,2,2,3500,0,1,1,1
5050000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,0,1,2,1,3500,2,1,1,0
5050000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,3,1,1,2,1,3500,2,1,1,0
5050000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,140,176,4,4,1,1,2,1,3500,0,1,1,1
4900000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,180,217,3,4,1,1,2,2,3500,2,1,1,1
4890000000,Gading Serpong IL Lago, Tangerang,"Gading Serpong IL Lago, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,180,257,3,3,1,1,2,2,4400,0,1,1,1
4800000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,180,217,3,3,1,1,2,2,4400,0,1,1,1
4440000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,108,195,4,3,0,1,3,1,3500,2,1,1,1
4000000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,128,183,4,4,1,1,3,2,4400,0,0,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,2,1,1,2,2,2200,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,2,1,1,2,2,3500,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,2,2,0,0,2,2,3500,0,1,1,0
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,135,3,3,0,1,2,1,3500,2,1,1,0
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,3,1,1,2,2,3500,0,1,1,0
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,104,135,3,3,0,1,2,1,3500,2,1,1,0
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,3,1,1,2,1,3500,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,3,0,1,2,1,2200,2,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,4,3,0,1,2,2,2200,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,135,3,3,0,1,2,1,3500,2,1,1,0
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,135,3,3,0,1,2,1,3500,2,1,1,0
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,135,3,3,0,1,2,1,3500,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,3,0,0,2,1,3500,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,3,1,1,2,2,3500,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,135,3,3,0,1,2,1,3500,0,1,1,1
3830000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,4,4,0,0,2,0,3500,0,1,1,1
3760000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,3,3,1,1,2,2,2200,0,1,1,1
3710000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,134,5,4,0,0,2,0,2200,2,1,1,1
3200000000,Rempoa, Tangerang,"Rempoa, Tangerang",-6.2885371,106.7559004,-6.2885371 106.7559004,105,145,3,3,1,1,2,2,2200,0,0,1,1
3190000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,124,138,3,2,1,1,2,1,3300,2,1,1,1
3190000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,124,138,3,2,1,1,2,1,3500,0,1,1,1
3100000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,128,129,3,3,0,0,1,2,2200,0,0,1,0
2900000000,Rempoa, Tangerang,"Rempoa, Tangerang",-6.2885371,106.7559004,-6.2885371 106.7559004,109,145,3,2,1,1,2,2,4400,2,1,1,1
2800000000,Sindang Jaya, Tangerang,"Sindang Jaya, Tangerang",-6.1937544,106.4992594,-6.1937544 106.4992594,160,190,4,3,1,1,2,2,3500,0,0,1,1
2800000000,Rempoa, Tangerang,"Rempoa, Tangerang",-6.2885371,106.7559004,-6.2885371 106.7559004,105,137,4,3,1,1,2,2,2200,0,0,1,1
2770000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,84,126,3,3,0,0,3,1,2200,0,0,1,1
2770000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,84,126,4,3,0,0,3,1,2200,0,0,1,1
2770000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,84,126,4,3,0,0,3,1,2200,0,0,1,1
2750000000,Sindang Jaya, Tangerang,"Sindang Jaya, Tangerang",-6.1937544,106.4992594,-6.1937544 106.4992594,180,214,4,4,1,1,2,3,3500,0,0,1,1
2700000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,84,128,3,3,0,0,3,2,2200,2,0,1,1
2700000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,84,126,3,3,0,0,3,2,2200,0,0,1,0
2700000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,84,126,3,3,1,1,2,0,2200,0,0,1,0
2700000000,BSD Nusaloka, Tangerang,"BSD Nusaloka, Tangerang",-6.3140378,106.6963971,-6.31403779999999 106.6963971,136,180,4,3,1,1,2,0,2200,2,1,1,0
2600000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,136,180,4,3,1,1,2,2,2200,0,0,1,0
2320000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,120,126,5,4,1,1,2,2,2200,2,1,1,1
2250000000,Cikupa, Tangerang,"Cikupa, Tangerang",-6.2181325,106.4970097,-6.2181325 106.4970097,160,134,3,3,1,1,2,2,3500,0,0,1,1
2190000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,102,80,3,3,0,0,2,1,2200,2,0,1,1
2190000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,66,86,3,3,0,0,2,1,2200,0,1,1,1
2150000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,98,130,3,2,1,1,2,1,2200,0,0,1,0
2100000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,107,130,3,3,1,1,2,1,2200,0,0,1,0
2000000000,BSD Nusaloka, Tangerang,"BSD Nusaloka, Tangerang",-6.3140378,106.6963971,-6.31403779999999 106.6963971,98,130,3,2,1,1,2,0,2200,1,0,1,0
2000000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,112,150,4,3,1,1,2,2,2200,0,0,1,0
1940000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,80,102,3,2,0,0,1,1,2200,2,1,1,1
1940000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,80,102,3,3,0,0,2,1,2200,0,1,1,1
1940000000,Pasar Kemis, Tangerang,"Pasar Kemis, Tangerang",-6.1565324,106.5688182,-6.1565324 106.5688182,120,147,3,3,1,1,1,2,2200,0,0,1,1
1900000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,98,100,3,2,1,1,2,1,2200,0,0,1,0
1900000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,66,86,4,3,0,0,2,1,2200,0,0,1,1
1800000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,66,86,4,3,0,0,2,1,2200,0,0,1,1
1790000000,Benda, Tangerang,"Benda, Tangerang",-6.1381805,106.6721132,-6.1381805 106.6721132,50,62,2,3,0,0,2,1,3500,0,0,1,0
1780000000,Pesanggrahan, Tangerang,"Pesanggrahan, Tangerang",-6.2365273,106.751266,-6.2365273 106.751266,98,97,3,3,0,0,2,2,2200,0,0,1,1
1760000000,Tangerang Kota, Tangerang,"Tangerang Kota, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,105,126,3,3,1,1,2,2,3500,0,0,1,1
1750000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,60,68,2,2,0,0,2,1,2200,0,0,1,0
1700000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,60,73,3,2,0,0,2,1,2200,0,0,1,0
1700000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,60,67,2,2,0,0,2,1,2200,1,0,1,0
1680000000,Pasar Kemis, Tangerang,"Pasar Kemis, Tangerang",-6.1565324,106.5688182,-6.1565324 106.5688182,105,126,3,3,1,1,2,2,2200,0,0,1,0
1460000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,48,63,2,2,0,0,2,1,2200,0,1,1,1
1430000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,68,80,3,3,0,0,2,1,3500,0,1,1,0
1400000000,Pondok Cabe, Tangerang,"Pondok Cabe, Tangerang",-6.3497694,106.7617984,-6.3497694 106.7617984,80,84,3,3,0,0,2,2,2200,2,1,1,0
1300000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,48,45,2,1,0,0,2,1,2200,1,1,1,0
1300000000,Ciater, Tangerang,"Ciater, Tangerang",-6.3211821,106.6969285,-6.3211821 106.6969285,80,83,3,3,0,0,2,2,3300,2,1,1,0
1280000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,52,60,3,2,0,0,2,1,2200,0,0,1,1
1270000000,Bitung, Tangerang,"Bitung, Tangerang",-6.2325321,106.5448721,-6.23253209999999 106.5448721,105,51,3,2,0,0,1,1,2200,2,1,1,1
1220000000,Graha Raya, Tangerang,"Graha Raya, Tangerang",-6.2327938,106.6804959,-6.2327938 106.6804959,60,60,3,2,0,0,2,1,2200,0,0,1,0
1200000000,Alam Sutera, Tangerang,"Alam Sutera, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,50,63,2,1,0,0,2,1,2200,0,0,1,1
1200000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,74,69,3,2,0,0,2,1,2200,2,1,1,0
1200000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,72,120,3,3,0,0,2,1,2200,0,1,1,0
1180000000,Cikupa Citra Raya, Tangerang,"Cikupa Citra Raya, Tangerang",-6.2181325,106.4970097,-6.2181325 106.4970097,119,130,3,2,0,0,2,0,2200,0,0,1,0
1170000000,Tangerang Kota, Tangerang,"Tangerang Kota, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,75,92,3,3,0,0,2,2,2200,0,0,1,1
1040000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,63,83,3,3,0,0,2,2,3500,0,1,1,0
1000000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,64,65,2,2,0,0,2,0,2200,0,1,1,0
1000000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,74,69,3,2,0,0,2,2,2200,0,1,1,0
1000000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,63,83,3,3,0,0,2,2,3300,2,1,1,0
1000000000,Ciater, Tangerang,"Ciater, Tangerang",-6.3211821,106.6969285,-6.3211821 106.6969285,61,80,3,3,0,0,2,1,3300,2,1,1,0
975000000,Karawaci, Tangerang,"Karawaci, Tangerang",-6.1855302,106.6131874,-6.1855302 106.6131874,72,78,4,2,0,0,2,1,2200,1,1,1,0
975000000,Tangerang Kota, Tangerang,"Tangerang Kota, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,72,72,4,2,0,0,2,1,2200,1,1,1,1
969000000,Cisauk, Tangerang,"Cisauk, Tangerang",-6.3408595,106.6369178,-6.3408595 106.6369178,60,51,3,2,0,0,2,2,2200,0,1,1,1
968000000,Cikupa, Tangerang,"Cikupa, Tangerang",-6.2181325,106.4970097,-6.2181325 106.4970097,40,74,4,2,0,0,3,1,2200,0,0,1,1
945000000,Karawaci, Tangerang,"Karawaci, Tangerang",-6.1855302,106.6131874,-6.1855302 106.6131874,72,83,4,2,0,0,2,1,2200,1,1,1,1
945000000,Karawaci, Tangerang,"Karawaci, Tangerang",-6.1855302,106.6131874,-6.1855302 106.6131874,72,83,4,2,0,0,2,2,2200,0,0,1,1
936000000.00,Lippo Karawaci, Tangerang,"Lippo Karawaci, Tangerang",-6.2294562,106.6089754,-6.2294562 106.6089754,72,83,4,2,0,0,1,1,2200,1,0,1,1
935000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,30,41,1,2,0,0,3,1,1300,0,0,1,0
900000000,Pondok Cabe, Tangerang,"Pondok Cabe, Tangerang",-6.3497694,106.7617984,-6.3497694 106.7617984,70,86,2,3,1,0,2,1,3500,0,1,1,0
889000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,72,41,2,1,0,0,1,1,2200,1,1,1,1
828000000,Pagedangan, Tangerang,"Pagedangan, Tangerang",-6.2989555,106.613862,-6.2989555 106.613862,60,62,3,2,0,0,2,1,2200,1,1,1,1
826000000,Pagedangan, Tangerang,"Pagedangan, Tangerang",-6.2989555,106.613862,-6.2989555 106.613862,84,47,3,2,0,0,1,1,2200,1,1,1,1
825000000.00,Kelapa Dua, Tangerang,"Kelapa Dua, Tangerang",-6.243365,106.6288533,-6.243365 106.6288533,40,44,2,2,0,0,2,1,2200,0,1,1,1
800000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,60,65,3,2,0,0,2,2,2200,0,0,1,0
800000000,Cisauk, Tangerang,"Cisauk, Tangerang",-6.3408595,106.6369178,-6.3408595 106.6369178,60,70,3,2,0,0,2,2,2200,2,0,1,0
800000000,Karawaci, Tangerang,"Karawaci, Tangerang",-6.1855302,106.6131874,-6.1855302 106.6131874,60,65,3,2,0,0,2,2,2200,0,0,1,0
800000000,BSD Provance Parkland, Tangerang,"BSD Provance Parkland, Tangerang",-6.2882427,106.6680473,-6.2882427 106.6680473,60,65,3,2,0,0,2,2,2200,0,0,1,0
796000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,60,30,2,1,0,0,1,1,1300,1,1,1,1
785000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,85,60,3,2,0,0,2,1,1300,0,0,1,0
785000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,85,60,3,2,0,0,2,0,1300,0,0,1,0
785000000,Kelapa Dua, Tangerang,"Kelapa Dua, Tangerang",-6.243365,106.6288533,-6.243365 106.6288533,85,60,3,2,0,0,2,1,1300,0,0,1,0
785000000,Cikokol, Tangerang,"Cikokol, Tangerang",-6.2107244,106.6320777,-6.2107244 106.6320777,85,60,3,2,0,0,2,1,1300,0,0,1,0
785000000,Cipondoh, Tangerang,"Cipondoh, Tangerang",-6.1866281,106.6825964,-6.1866281 106.6825964,85,60,3,2,0,0,2,1,1300,0,0,1,0
785000000,Cimone, Tangerang,"Cimone, Tangerang",-6.1871517,106.6099738,-6.18715169999999 106.6099738,85,60,3,2,0,0,2,1,1300,0,0,1,0
785000000,Cimone, Tangerang,"Cimone, Tangerang",-6.1871517,106.6099738,-6.18715169999999 106.6099738,85,60,3,2,0,0,2,1,1300,0,0,1,0
785000000,Lengkong Kulon, Tangerang,"Lengkong Kulon, Tangerang",-6.2796882,106.635025,-6.2796882 106.635025,85,60,3,2,0,0,2,1,1300,0,0,1,0
771000000,Cikupa Citra Raya, Tangerang,"Cikupa Citra Raya, Tangerang",-6.2181325,106.4970097,-6.2181325 106.4970097,90,47,2,1,0,0,1,1,2200,0,0,1,0
765000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,60,80,3,2,0,0,2,1,2200,1,1,1,0
755000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,78,60,3,2,0,0,2,1,1300,0,0,1,0
755000000,Cisauk, Tangerang,"Cisauk, Tangerang",-6.3408595,106.6369178,-6.3408595 106.6369178,78,60,3,2,0,0,2,1,1300,0,0,1,0
755000000,Kelapa Dua, Tangerang,"Kelapa Dua, Tangerang",-6.243365,106.6288533,-6.243365 106.6288533,78,60,3,2,0,0,2,1,1300,0,0,1,0
755000000,Cikokol, Tangerang,"Cikokol, Tangerang",-6.2107244,106.6320777,-6.2107244 106.6320777,78,60,3,2,0,0,2,1,1300,0,0,1,0
755000000,Cipondoh, Tangerang,"Cipondoh, Tangerang",-6.1866281,106.6825964,-6.1866281 106.6825964,78,60,3,2,0,0,2,1,1300,0,0,1,0
755000000,Cimone, Tangerang,"Cimone, Tangerang",-6.1871517,106.6099738,-6.18715169999999 106.6099738,78,60,3,2,0,0,2,1,1300,0,0,1,0
755000000,Lengkong Kulon, Tangerang,"Lengkong Kulon, Tangerang",-6.2796882,106.635025,-6.2796882 106.635025,78,60,3,2,0,0,2,1,1300,0,0,1,0
685000000,Rawakalong, Tangerang,"Rawakalong, Tangerang",-6.3740621,106.7055821,-6.3740621 106.7055821,64,60,3,2,0,0,2,1,1300,0,0,1,0
685000000,Babakan, Tangerang,"Babakan, Tangerang",-6.1900889,106.6379724,-6.1900889 106.6379724,64,60,3,2,0,0,2,1,1300,0,0,1,0
685000000,Babakan, Tangerang,"Babakan, Tangerang",-6.1900889,106.6379724,-6.1900889 106.6379724,64,60,3,2,0,0,2,1,1300,0,0,1,0
679000000.00,Pagedangan, Tangerang,"Pagedangan, Tangerang",-6.2989555,106.613862,-6.2989555 106.613862,72,36,2,1,0,0,1,1,2200,1,1,1,1
675000000,Cikupa Citra Raya, Tangerang,"Cikupa Citra Raya, Tangerang",-6.2181325,106.4970097,-6.2181325 106.4970097,72,110,3,2,0,0,2,1,2200,1,0,1,0
665000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,85,60,3,2,0,0,2,1,1300,2,1,1,0
660000000.00,Pondok Cabe, Tangerang,"Pondok Cabe, Tangerang",-6.3497694,106.7617984,-6.3497694 106.7617984,64,60,3,2,0,0,2,1,1300,0,0,1,0
660000000.00,Bakti Jaya, Tangerang,"Bakti Jaya, Tangerang",-6.1944276,106.6768643,-6.1944276 106.6768643,64,60,3,2,0,0,2,1,1300,0,0,1,0
655000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,68,60,3,2,0,0,2,1,1300,2,1,1,0
655000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,61,60,3,2,0,0,2,1,1300,2,1,1,0
655000000,Pondok Cabe, Tangerang,"Pondok Cabe, Tangerang",-6.3497694,106.7617984,-6.3497694 106.7617984,64,60,3,2,0,0,2,1,1300,2,1,1,0
655000000,Modernland, Tangerang,"Modernland, Tangerang",-6.2021827,106.6418617,-6.2021827 106.6418617,64,60,3,2,0,0,2,1,1300,2,1,1,0
655000000,Bakti Jaya, Tangerang,"Bakti Jaya, Tangerang",-6.1944276,106.6768643,-6.1944276 106.6768643,68,60,3,2,0,0,2,1,1300,2,1,1,0
655000000,Sudimara, Tangerang,"Sudimara, Tangerang",-6.2254878,106.6895581,-6.2254878 106.6895581,64,60,3,2,0,0,2,1,1300,2,1,1,0
636000000,Ciater, Tangerang,"Ciater, Tangerang",-6.3211821,106.6969285,-6.3211821 106.6969285,66,60,3,2,1,0,2,1,1300,0,1,1,0
634000000,Pondok Benda, Tangerang,"Pondok Benda, Tangerang",-6.3511345,106.7205154,-6.3511345 106.7205154,64,60,3,2,1,0,2,1,1300,0,1,1,0
600000000,Curug, Tangerang,"Curug, Tangerang",-6.2540795,106.5609134,-6.2540795 106.5609134,89,40,2,1,0,0,1,0,1300,0,0,1,0
599000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,70,50,3,2,0,0,2,1,1300,2,0,1,1
588000000,Serua, Tangerang,"Serua, Tangerang",-6.3710416,106.7382072,-6.3710416 106.7382072,72,36,2,1,0,0,1,1,1300,1,1,1,0
588000000,Serua, Tangerang,"Serua, Tangerang",-6.3710416,106.7382072,-6.3710416 106.7382072,72,36,2,1,0,0,1,1,1300,1,1,1,0
588000000,Jombang, Tangerang,"Jombang, Tangerang",-6.2953922,106.702825,-6.29539219999999 106.702825,72,36,2,1,0,0,1,1,1300,1,1,1,0
550000000.00,Tigaraksa, Tangerang,"Tigaraksa, Tangerang",-6.263344,106.4668032,-6.263344 106.4668032,60,57,3,2,0,0,2,1,2200,0,0,1,1
550000000.00,Balaraja, Tangerang,"Balaraja, Tangerang",-6.1855533,106.4546757,-6.1855533 106.4546757,60,57,3,2,0,0,2,0,2200,1,1,1,1
485000000,Pondok Cabe, Tangerang,"Pondok Cabe, Tangerang",-6.3497694,106.7617984,-6.3497694 106.7617984,70,40,2,1,0,0,1,1,1300,0,1,1,0
455000000,Cikupa Citra Raya, Tangerang,"Cikupa Citra Raya, Tangerang",-6.2181325,106.4970097,-6.2181325 106.4970097,72,72,2,1,0,0,1,1,1300,1,0,1,0
337000000,Tigaraksa, Tangerang,"Tigaraksa, Tangerang",-6.263344,106.4668032,-6.263344 106.4668032,60,33,2,1,0,0,1,1,1300,0,0,1,0
4100000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,128,200,3,3,0,0,2,1,5500,0,1,1,0
4100000000,BSD City, Tangerang,"BSD City, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,235,200,3,3,1,1,2,3,3500,0,1,1,0
2050000000,BSD Nusaloka, Tangerang,"BSD Nusaloka, Tangerang",-6.3140378,106.6963971,-6.31403779999999 106.6963971,98,125,3,3,1,1,2,2,2200,0,0,1,1
7200000000,BSD The Icon, Tangerang,"BSD The Icon, Tangerang",-6.3147579,106.6476114,-6.3147579 106.6476114,247,360,4,4,1,1,2,1,2200,0,0,1,0
5950000000,BSD Foresta, Tangerang,"BSD Foresta, Tangerang",-6.2990078,106.6471158,-6.2990078 106.6471158,264,290,4,3,2,1,2,2,2200,0,0,1,0
5200000000,BSD Puspita Loka, Tangerang,"BSD Puspita Loka, Tangerang",-6.2952603,106.6761699,-6.2952603 106.6761699,240,350,4,4,2,1,2,2,5500,2,1,1,0
4890000000,Gading Serpong IL Lago, Tangerang,"Gading Serpong IL Lago, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,180,217,3,3,1,1,2,2,4400,0,1,1,1
4800000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,180,257,3,3,1,1,2,2,4400,0,0,1,1
4680000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,250,195,3,3,0,0,2,1,2200,1,0,1,0
4540000000.00,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,153,196,4,3,1,1,2,1,3500,1,0,1,1
4500000000,BSD Taman Giri Loka, Tangerang,"BSD Taman Giri Loka, Tangerang",-6.2889421,106.6783473,-6.2889421 106.6783473,316,250,2,2,1,1,2,1,6600,1,0,1,0
4500000000,Gading Serpong, Tangerang,"Gading Serpong, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,216,300,4,4,1,1,2,1,5500,1,0,1,0
4400000000,BSD, Tangerang,"BSD, Tangerang",-6.1701796,106.6403236,-6.1701796 106.6403236,144,177,4,4,1,0,2,2,3300,0,0,1,1
4300000000,BSD Foresta, Tangerang,"BSD Foresta, Tangerang",-6.2990078,106.6471158,-6.2990078 106.6471158,144,144,3,3,1,1,2,1,5500,0,1,1,1
4200000000,Karawaci, Tangerang,"Karawaci, Tangerang",-6.1855302,106.6131874,-6.1855302 106.6131874,210,300,6,3,0,0,2,0,4400,1,0,1,0
