price_in_rp,district,city,address,lat,long,loc,land_size_m2,building_size_m2,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,electricity,garages,Ac,Taman,KolamRenang
1350000000.00,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,175,133,4,3,0,0,1,1,2200,1,0,1,1
1350000000.00,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,175,133,4,3,0,0,1,1,2200,1,0,1,1
770000000,Pejuang, Bekasi,"Pejuang, Bekasi",-6.1839269,106.9860384,-6.18392689999999 106.9860384,91,60,2,1,0,0,1,1,1300,0,0,1,1
750000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,94,75,2,1,1,1,1,1,2200,0,0,1,0
480000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,72,72,2,1,0,0,1,1,1300,0,0,1,0
2250000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,175,250,3,2,0,0,2,1,3500,1,1,1,1
1400000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,130,150,3,2,0,0,1,1,2200,1,0,1,1
1400000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,130,150,3,2,0,0,1,1,2200,1,0,1,1
1100000000.00,Jati Cempaka, Bekasi,"Jati Cempaka, Bekasi",-6.2639386,106.9109713,-6.26393859999999 106.9109713,182,220,4,2,1,0,1,1,1300,0,0,1,0
980000000,Jatimelati, Bekasi,"Jatimelati, Bekasi",-6.3133828,106.9329091,-6.31338279999999 106.9329091,135,78,2,1,1,1,1,1,1300,0,0,1,0
1050000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,90,70,2,1,0,0,1,1,2200,1,1,1,0
350000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,66,57,2,1,0,0,1,1,1300,1,0,1,1
1350000000.00,Duta Harapan, Bekasi,"Duta Harapan, Bekasi",-6.2198481,107.0201588,-6.2198481 107.0201588,95,150,4,2,0,0,2,1,2200,1,1,1,0
350000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,66,57,2,1,0,0,1,1,1300,1,0,1,1
2700000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,126,165,6,4,0,0,2,1,3300,0,1,1,1
1150000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,90,70,2,1,0,0,1,2,2200,0,1,1,0
723000000.00,Kaliabang, Bekasi,"Kaliabang, Bekasi",-6.1937446,106.9978466,-6.1937446 106.9978466,80,121,3,2,0,0,2,1,1300,1,0,1,0
1950000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,220,200,4,2,1,1,2,2,4400,1,0,1,0
1900000000,Bintara, Bekasi,"Bintara, Bekasi",-6.2257275,106.9565206,-6.2257275 106.9565206,136,66,3,2,1,0,1,1,2200,0,0,1,0
1300000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,126,90,2,1,1,1,1,1,2200,0,1,1,0
850000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,90,60,2,1,1,1,1,1,2200,0,1,1,0
463000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,60,29,2,1,0,0,1,1,900,0,0,1,0
399000000,Karang Satria, Bekasi,"Karang Satria, Bekasi",-6.223004,107.0391798,-6.223004 107.0391798,72,54,2,1,0,0,1,1,1300,0,0,1,0
425000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,90,65,2,1,0,0,1,0,2200,0,0,1,0
3700000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,216,300,3,4,1,1,3,3,5500,2,1,1,1
3700000000,Pondokmelati, Bekasi,"Pondokmelati, Bekasi",-6.2964409,106.9215663,-6.29644089999999 106.9215663,216,300,3,4,1,1,3,3,5500,2,1,1,1
1100000000.00,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,65,90,3,2,0,0,2,1,2200,0,0,1,0
160000000,Serang Baru, Bekasi,"Serang Baru, Bekasi",-6.3831897,107.1059937,-6.3831897 107.1059937,60,50,3,1,0,0,1,1,1300,0,0,1,1
2700000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,136,200,3,3,1,1,2,2,3500,1,0,1,1
1800000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,119,82,2,1,0,0,2,1,2200,1,1,1,1
1250000000,Grand Wisata, Bekasi,"Grand Wisata, Bekasi",-6.2790901,107.0479557,-6.27909009999999 107.0479557,112,65,3,2,1,1,1,1,2200,1,0,1,0
2500000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,144,200,3,3,0,0,2,1,2200,1,0,1,1
2350000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,144,149,3,3,1,1,2,1,2200,1,0,1,1
2300000000,Grand Wisata, Bekasi,"Grand Wisata, Bekasi",-6.2790901,107.0479557,-6.27909009999999 107.0479557,200,300,3,3,1,1,2,0,3300,0,0,1,0
2150000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,144,157,3,3,1,1,2,2,3500,2,1,1,1
650000000,Cikunir, Bekasi,"Cikunir, Bekasi",-6.2744002,106.9620321,-6.2744002 106.9620321,84,70,2,2,0,0,1,1,1300,0,0,1,0
450000000,Kayuringin Jaya, Bekasi,"Kayuringin Jaya, Bekasi",-6.2400747,106.9860384,-6.2400747 106.9860384,120,100,3,2,1,1,1,1,1300,1,1,1,0
3000000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,210,310,4,4,1,1,2,1,3300,0,1,1,0
2700000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,193,136,3,3,1,1,3,1,3500,1,0,1,1
2500000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,200,400,3,4,1,1,3,2,5500,0,1,1,1
2400000000,Pedurenan, Bekasi,"Pedurenan, Bekasi",-6.3187885,107.0007987,-6.3187885 107.0007987,225,300,3,2,1,1,2,0,2200,0,1,1,0
2400000000,Pedurenan, Bekasi,"Pedurenan, Bekasi",-6.3187885,107.0007987,-6.3187885 107.0007987,225,300,3,2,1,1,2,0,2200,0,1,1,0
1650000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,165,180,4,3,0,1,2,2,2200,2,1,1,0
1650000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,165,180,4,3,1,1,2,2,2200,2,1,1,0
1370000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,105,100,4,3,0,0,2,0,2200,0,1,1,0
1250000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,98,80,2,2,1,0,1,1,2200,1,1,1,0
1200000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,119,63,2,1,0,0,1,1,2200,1,0,1,0
1150000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,126,126,3,2,1,1,2,1,2200,0,1,1,1
975000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,90,70,2,1,1,1,1,1,2200,0,0,1,1
950000000,Bekasi Barat, Bekasi,"Bekasi Barat, Bekasi",-6.2312624,106.9598493,-6.23126239999999 106.9598493,90,100,3,2,0,0,2,1,2200,0,1,1,1
895000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,92,120,2,2,0,0,2,1,1300,0,0,1,0
870000000.00,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,94,70,3,2,0,0,1,1,1300,0,0,1,1
850000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,200,125,3,2,1,1,1,1,2200,1,0,1,0
500000000,Golden City, Bekasi,"Golden City, Bekasi",-6.20792,107.020438,-6.20792 107.020438,114,70,3,2,0,0,1,1,1300,0,1,1,0
3300000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,180,174,3,3,1,1,2,0,3500,2,0,1,1
3250000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,255,280,5,3,0,1,2,2,5500,0,1,1,1
3100000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,179,250,5,3,2,1,2,2,3500,0,1,1,1
2450000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,144,150,3,3,1,1,1,1,2200,0,0,1,1
2250000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,119,150,3,2,1,1,1,1,2200,1,1,1,1
2200000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,210,230,4,2,0,0,2,0,2200,0,0,1,0
975000000,Harapan Baru, Bekasi,"Harapan Baru, Bekasi",-6.2186791,107.0155599,-6.2186791 107.0155599,120,60,3,1,0,0,1,1,1300,0,0,1,0
800000000,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,90,54,2,1,0,0,1,1,1300,1,0,1,0
620000000.00,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,72,50,2,1,0,0,1,1,1300,1,0,1,0
2990000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,239,272,4,4,0,1,2,0,4400,0,0,1,0
2850000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,160,216,3,3,1,1,3,1,2200,1,0,1,0
1990000000,Pondok Gede, Bekasi,"Pondok Gede, Bekasi",-6.2697026,106.9308294,-6.2697026 106.9308294,178,110,3,3,1,0,1,0,2200,0,0,1,0
1990000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,160,216,4,4,1,0,2,0,4400,0,0,1,0
1850000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,215,135,3,2,1,1,1,1,5500,0,0,1,1
1700000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,102,150,3,2,1,0,2,1,3300,1,1,1,0
1600000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,119,100,2,2,0,0,2,1,1300,1,1,1,0
1400000000,Bekasi Barat, Bekasi,"Bekasi Barat, Bekasi",-6.2312624,106.9598493,-6.23126239999999 106.9598493,194,90,3,2,0,0,1,1,1300,1,0,1,1
1250000000,Pondok Gede, Bekasi,"Pondok Gede, Bekasi",-6.2697026,106.9308294,-6.2697026 106.9308294,154,150,4,3,0,0,1,1,2200,0,1,1,0
795000000.00,Bintara, Bekasi,"Bintara, Bekasi",-6.2257275,106.9565206,-6.2257275 106.9565206,90,150,4,2,0,0,2,1,2200,0,1,1,0
2750000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,168,250,4,3,2,1,1,2,4400,0,0,1,1
2300000000,Grand Wisata, Bekasi,"Grand Wisata, Bekasi",-6.2790901,107.0479557,-6.27909009999999 107.0479557,160,127,3,2,1,1,2,0,2200,0,0,1,1
2200000000,Grand Wisata, Bekasi,"Grand Wisata, Bekasi",-6.2790901,107.0479557,-6.27909009999999 107.0479557,160,127,3,2,1,1,1,0,2200,0,0,1,0
1800000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,90,135,3,3,1,0,2,1,3300,0,1,1,1
1300000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,84,56,2,2,0,0,2,2,2200,0,0,1,0
1280000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,92,130,3,3,1,0,2,1,2200,1,1,1,1
1250000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,105,100,3,2,0,0,2,2,2200,0,1,1,0
800000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,97,76,2,1,0,0,1,0,1300,0,0,1,0
800000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,92,82,3,2,0,0,2,0,2200,2,0,1,0
770000000,Duren Jaya, Bekasi,"Duren Jaya, Bekasi",-6.2389042,107.0214647,-6.23890419999999 107.0214647,105,75,2,1,0,0,1,1,2200,0,1,1,0
550000000.00,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,90,54,2,1,1,1,1,1,1300,0,0,1,0
395000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,60,40,2,1,0,0,1,1,2200,0,0,1,0
1450000000,Jati Mekar, Bekasi,"Jati Mekar, Bekasi",-6.2976498,106.9447146,-6.29764979999999 106.9447146,158,272,4,3,1,1,2,1,2200,2,0,1,0
1180000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,84,77,3,3,0,0,2,2,2200,0,0,1,1
975000000,Pekayon, Bekasi,"Pekayon, Bekasi",-6.2607006,106.9801346,-6.2607006 106.9801346,93,80,2,2,0,0,1,1,1300,1,0,1,0
875000000,Grand Wisata, Bekasi,"Grand Wisata, Bekasi",-6.2790901,107.0479557,-6.27909009999999 107.0479557,66,42,2,2,0,0,1,0,1300,0,0,1,1
600000000,Karang Satria, Bekasi,"Karang Satria, Bekasi",-6.223004,107.0391798,-6.223004 107.0391798,80,120,2,2,0,0,2,2,1300,0,0,1,0
480000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,60,55,2,2,0,0,2,1,2200,1,0,1,0
465000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,60,55,2,1,0,0,1,1,1300,1,0,1,0
1980000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,119,98,2,2,0,0,2,1,3500,1,1,1,1
1800000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,120,84,2,3,0,0,1,1,2200,0,0,1,0
1750000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,179,56,2,2,0,0,2,1,2200,0,0,1,0
1450000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,131,225,4,3,1,0,2,1,2200,1,0,1,0
1180000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,84,77,3,3,0,0,2,2,1300,0,0,1,1
900000000,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,120,90,2,1,0,0,1,1,1300,0,0,1,1
900000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,72,69,3,2,0,0,2,1,1300,1,1,1,0
695000000,Jatimurni, Bekasi,"Jatimurni, Bekasi",-6.3238089,106.9270066,-6.3238089 106.9270066,79,90,3,2,0,0,2,1,1300,0,1,1,0
600000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,72,50,2,1,0,0,1,0,1300,1,0,1,0
2850000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,181,180,3,3,1,1,2,2,2200,0,1,1,0
2100000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,120,200,4,2,1,1,3,1,3300,0,1,1,0
1900000000,Jati Mekar, Bekasi,"Jati Mekar, Bekasi",-6.2976498,106.9447146,-6.29764979999999 106.9447146,150,195,3,3,1,1,2,2,2200,0,1,1,0
1800000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,140,170,4,3,1,0,2,2,4400,0,1,1,0
1490000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,72,135,3,2,0,0,2,1,2200,0,0,1,0
1250000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,123,165,3,3,1,1,2,2,2200,0,1,1,0
1180000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,84,77,3,2,0,0,2,0,2200,0,1,1,1
1180000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,84,77,3,3,0,0,2,1,2200,0,0,1,1
1180000000,Jatirangga, Bekasi,"Jatirangga, Bekasi",-6.3643495,106.9388118,-6.36434949999999 106.9388118,84,77,3,3,0,0,2,1,2200,0,0,1,1
1050000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,119,84,2,1,0,0,1,0,3300,0,0,1,0
999000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,127,190,6,2,1,1,2,1,3500,1,1,1,0
995000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,80,90,3,2,0,0,2,0,2200,1,1,1,0
995000000,Jatiranggon, Bekasi,"Jatiranggon, Bekasi",-6.3391569,106.9270066,-6.3391569 106.9270066,78,70,3,2,0,0,2,1,2200,1,0,1,0
967000000,Cikarang Selatan, Bekasi,"Cikarang Selatan, Bekasi",-6.3258953,107.1256231,-6.3258953 107.1256231,82,68,3,3,0,0,2,1,2200,1,0,1,0
750000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,78,54,2,1,0,0,1,1,1300,0,0,1,0
750000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,78,54,2,1,0,0,1,1,1300,0,0,1,0
750000000,Jati Luhur, Bekasi,"Jati Luhur, Bekasi",-6.3179073,106.9506175,-6.3179073 106.9506175,78,54,2,1,0,0,1,1,1300,0,0,1,0
735000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,84,47,2,1,0,0,1,1,1300,0,0,1,0
690000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,94,75,1,1,0,0,1,1,1300,1,0,1,0
682000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,63,45,2,1,0,0,1,1,1300,0,0,1,0
490000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,72,45,2,1,0,0,1,1,1300,0,1,1,0
470000000,Karang Satria, Bekasi,"Karang Satria, Bekasi",-6.223004,107.0391798,-6.223004 107.0391798,70,50,2,1,0,0,1,1,1300,1,0,1,0
300000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,70,70,2,2,0,0,1,1,1300,1,0,1,1
1070000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,95,88,4,2,0,0,1,1,3500,1,1,1,0
6640000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,72,39,2,1,0,0,1,1,1300,0,0,1,1
5270000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,192,307,4,3,1,1,3,2,3500,0,0,1,0
4040000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,183,136,5,4,1,1,2,2,2200,0,0,1,1
2750000000,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,160,128,4,4,1,1,2,2,3500,0,1,1,1
1870000000,Pondok Gede, Bekasi,"Pondok Gede, Bekasi",-6.2697026,106.9308294,-6.2697026 106.9308294,91,165,3,4,1,0,3,2,2200,0,0,1,0
1700000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,125,160,3,2,1,1,2,2,2200,0,0,1,0
1590000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,150,165,5,3,0,0,2,2,2200,0,0,1,0
1560000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,121,105,3,3,0,0,2,2,2200,2,1,1,1
1500000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,100,136,3,2,1,1,2,1,1300,1,1,1,0
1500000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,100,136,4,3,1,1,2,2,2200,2,1,1,1
1310000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,86,115,3,3,0,0,2,1,2200,1,0,1,0
1300000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,84,105,4,3,0,0,2,2,2200,1,1,1,0
1300000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,87,77,3,3,0,0,2,1,2200,0,0,1,1
1300000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,84,105,4,4,0,0,2,1,2200,1,1,1,1
1300000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,84,105,4,4,0,0,2,1,2200,1,1,1,1
1300000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,84,105,4,4,0,0,2,1,2200,1,1,1,1
1250000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,60,110,3,3,0,0,3,2,2200,0,1,1,0
1210000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,84,77,3,3,0,0,1,1,2200,0,1,1,1
1200000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,120,90,3,2,0,0,2,2,2200,0,1,1,1
1200000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,77,109,3,2,0,0,2,1,2200,0,1,1,0
1200000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,86,115,4,3,0,0,2,1,2200,0,1,1,0
1190000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,101,84,3,2,0,0,2,1,2200,0,0,1,0
1180000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,84,77,3,2,1,1,2,2,2200,0,0,1,1
1180000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,84,77,3,2,1,1,2,1,2200,1,1,1,1
1180000000,Jatirangga, Bekasi,"Jatirangga, Bekasi",-6.3643495,106.9388118,-6.36434949999999 106.9388118,84,77,3,2,0,0,2,1,1300,1,1,1,0
1180000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,95,140,4,3,0,0,2,2,3500,2,1,1,0
1150000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,78,52,3,2,0,0,2,1,2200,0,0,1,1
1110000000,Pondok Gede, Bekasi,"Pondok Gede, Bekasi",-6.2697026,106.9308294,-6.2697026 106.9308294,75,80,3,3,0,0,2,2,2200,0,1,1,0
1100000000.00,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,82,72,3,3,0,0,2,0,2200,0,0,1,0
1050000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,72,90,3,2,0,0,2,1,2200,2,1,1,0
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,90,3,2,0,0,2,1,2200,2,1,1,0
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,90,3,2,0,0,2,1,2200,2,1,1,0
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,90,3,2,0,0,2,1,2200,2,1,1,0
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,90,3,2,0,0,2,1,2200,2,1,1,0
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,90,3,2,0,0,2,1,2200,2,1,1,0
